"Player","ID","season","cut","misc","postup","prman","putback","transition","handoff","offscreen","prhandler","spotup","isolation"
"ArchieGoodwin","203462",2017,NA,NA,NA,NA,NA,16,NA,NA,27,24,NA
"BenMcLemore","203463",2017,36,31,NA,NA,10,93,37,89,67,138,13
"CJMcCollum","203468",2017,45,70,NA,NA,20,224,159,202,605,225,169
"CodyZeller","203469",2017,125,59,10,195,54,52,NA,15,NA,55,15
"DennisSchroder","203471",2017,18,95,NA,NA,13,174,71,71,794,161,175
"DewayneDedmon","203473",2017,100,37,13,96,77,25,NA,NA,NA,NA,NA
"GorguiDieng","203476",2017,160,82,62,158,85,82,NA,NA,NA,197,13
"IsaiahCanaan","203477",2017,NA,NA,NA,NA,NA,44,16,12,44,59,19
"KellyOlynyk","203482",2017,60,56,73,151,34,56,14,33,NA,160,19
"KentaviousCaldwell-Pope","203484",2017,24,35,NA,NA,27,225,161,109,268,200,32
"MasonPlumlee","203486",2017,244,83,91,164,96,100,NA,NA,NA,50,34
"MichaelCarter-Williams","203487",2017,17,30,NA,NA,10,69,26,10,112,94,30
"MikeMuscala","203488",2017,67,40,NA,89,45,42,NA,11,NA,116,NA
"OttoPorter Jr.","203490",2017,69,43,NA,24,73,180,29,84,65,303,19
"ReggieBullock","203493",2017,17,NA,NA,NA,NA,25,15,18,NA,44,NA
"RobertCovington","203496",2017,70,51,NA,11,50,212,75,75,40,337,18
"RudyGobert","203497",2017,296,126,41,206,215,69,NA,NA,NA,13,18
"ShabazzMuhammad","203498",2017,85,25,104,NA,55,172,16,14,17,213,34
"StevenAdams","203500",2017,164,83,213,220,162,75,NA,NA,NA,NA,NA
"TimHardaway Jr.","203501",2017,52,51,NA,NA,26,229,87,127,211,265,54
"TonySnell","203503",2017,25,25,NA,NA,12,130,81,36,42,246,13
"TreyBurke","203504",2017,NA,14,NA,NA,NA,46,21,15,131,51,30
"VictorOladipo","203506",2017,62,33,NA,NA,14,259,52,57,331,238,47
"GiannisAntetokounmpo","203507",2017,172,110,152,67,92,384,46,25,312,182,225
"LucasNogueira","203512",2017,47,33,NA,65,41,26,NA,NA,NA,15,NA
"JamesEnnis III","203516",2017,48,21,NA,10,41,84,NA,21,29,143,17
"AlexAbrines","203518",2017,NA,27,NA,NA,10,65,26,47,25,173,NA
"MatthewDellavedova","203521",2017,18,55,NA,23,NA,66,36,28,279,167,28
"SolomonHill","203524",2017,31,27,NA,NA,20,155,13,NA,70,247,40
"JoffreyLauvergne","203530",2017,47,24,55,101,40,42,NA,NA,NA,89,NA
"IanClark","203546",2017,63,30,NA,NA,NA,86,26,76,90,116,18
"SethCurry","203552",2017,NA,42,NA,NA,10,85,41,75,275,210,82
"TroyDaniels","203584",2017,NA,29,NA,NA,NA,54,74,175,61,134,15
"RodneyMcGruder","203585",2017,50,20,NA,NA,35,77,37,34,63,213,12
"JonathonSimmons","203613",2017,24,29,NA,NA,NA,95,44,14,116,161,65
"JamalCrawford","2037",2017,NA,51,NA,NA,12,124,64,28,317,205,274
"JordanMcRae","203895",2017,NA,NA,NA,NA,NA,22,NA,13,37,49,27
"ZachLaVine","203897",2017,12,23,NA,NA,NA,170,157,66,188,143,78
"TylerEnnis","203898",2017,NA,12,NA,NA,NA,27,NA,NA,88,24,NA
"ElfridPayton","203901",2017,36,69,NA,NA,53,259,37,11,442,173,96
"SemajChriston","203902",2017,24,31,NA,NA,NA,30,NA,NA,102,58,21
"JordanClarkson","203903",2017,40,55,14,NA,20,199,110,86,468,175,136
"KJMcDaniels","203909",2017,11,NA,NA,NA,NA,17,NA,NA,25,54,NA
"GaryHarris","203914",2017,94,28,NA,NA,24,144,110,61,95,191,22
"SpencerDinwiddie","203915",2017,NA,37,NA,NA,NA,57,NA,NA,183,76,52
"NikStauskas","203917",2017,23,39,NA,NA,NA,124,113,84,146,237,50
"RodneyHood","203918",2017,17,16,25,NA,NA,82,73,61,210,201,89
"GlennRobinson III","203922",2017,40,23,NA,NA,23,86,25,51,30,127,NA
"JeramiGrant","203924",2017,42,18,NA,25,14,78,23,NA,19,156,31
"JoeHarris","203925",2017,35,16,NA,NA,10,73,55,65,42,141,NA
"DougMcDermott","203926",2017,52,18,19,NA,NA,97,58,106,14,174,NA
"SeanKilpatrick","203930",2017,38,49,NA,NA,14,168,69,48,264,259,59
"AaronGordon","203932",2017,79,41,78,47,84,209,51,40,116,233,71
"T.J.Warren","203933",2017,77,46,NA,NA,102,201,29,88,142,181,66
"MarcusSmart","203935",2017,45,117,98,NA,40,122,64,32,195,228,75
"KyleAnderson","203937",2017,31,14,10,NA,19,36,16,11,28,95,15
"DwightPowell","203939",2017,98,35,NA,182,21,30,NA,23,NA,68,10
"NoahVonleh","203943",2017,82,33,40,40,83,22,NA,NA,NA,57,16
"JuliusRandle","203944",2017,109,90,117,117,99,199,15,13,17,129,167
"AndrewWiggins","203952",2017,92,67,225,25,65,214,122,88,640,257,199
"JabariParker","203953",2017,86,26,55,63,55,178,42,35,83,276,103
"JoelEmbiid","203954",2017,42,58,212,99,38,67,NA,14,NA,65,55
"DanteExum","203957",2017,23,18,NA,NA,15,73,19,17,121,158,34
"DarioSaric","203967",2017,76,58,101,114,71,182,20,62,62,328,134
"ClintCapela","203991",2017,218,52,24,204,105,99,NA,NA,NA,NA,16
"JusufNurkic","203994",2017,94,86,230,163,117,44,NA,NA,NA,35,NA
"NikolaJokic","203999",2017,163,109,232,171,141,86,NA,16,NA,122,68
"KristapsPorzingis","204001",2017,106,50,166,191,79,119,19,103,16,266,96
"TylerJohnson","204020",2017,54,42,NA,NA,22,164,124,70,282,215,40
"TimFrazier","204025",2017,17,41,NA,NA,NA,89,17,NA,243,86,54
"TarikBlack","204028",2017,97,28,60,87,88,26,NA,NA,NA,NA,NA
"LangstonGalloway","204038",2017,NA,21,NA,NA,NA,115,31,65,137,191,20
"JoeIngles","204060",2017,NA,31,NA,NA,NA,66,39,66,141,199,30
"T.J.McConnell","204456",2017,36,44,NA,NA,12,122,57,NA,328,79,30
"TysonChandler","2199",2017,106,67,NA,60,92,19,NA,NA,NA,NA,NA
"PauGasol","2200",2017,69,40,151,203,65,53,NA,12,NA,156,15
"JoeJohnson","2207",2017,11,18,76,10,15,35,35,41,138,235,111
"RichardJefferson","2210",2017,48,41,NA,24,13,73,NA,12,11,195,17
"ZachRandolph","2216",2017,79,58,371,133,153,42,NA,17,NA,129,152
"TonyParker","2225",2017,NA,27,NA,NA,NA,104,52,28,318,121,46
"MikeDunleavy","2399",2017,14,NA,NA,NA,NA,45,15,62,NA,77,NA
"Nene","2403",2017,128,41,45,176,41,48,NA,NA,NA,39,31
"MattBarnes","2440",2017,58,73,NA,24,36,99,NA,21,27,224,14
"LuisScola","2449",2017,12,16,32,38,35,18,NA,NA,NA,46,NA
"LeBronJames","2544",2017,108,101,209,49,58,417,30,27,370,110,377
"CarmeloAnthony","2546",2017,41,71,283,42,49,131,51,95,284,257,391
"DwyaneWade","2548",2017,38,44,130,NA,37,187,58,48,402,121,146
"DavidWest","2561",2017,56,34,83,56,17,24,NA,12,NA,62,NA
"BorisDiaw","2564",2017,27,27,76,47,18,26,NA,NA,25,152,21
"LeandroBarbosa","2571",2017,NA,13,NA,NA,NA,73,22,28,188,88,31
"ZazaPachulia","2585",2017,140,49,57,51,59,41,NA,NA,NA,32,14
"KyleKorver","2594",2017,10,32,NA,NA,NA,107,63,189,17,151,NA
"DwightHoward","2730",2017,204,101,272,98,213,45,NA,NA,NA,27,11
"ShaunLivingston","2733",2017,85,37,60,NA,NA,59,23,15,52,20,40
"DevinHarris","2734",2017,25,33,NA,NA,NA,92,20,35,82,131,33
"LuolDeng","2736",2017,30,23,23,11,38,81,38,32,52,144,21
"AndreIguodala","2738",2017,63,48,15,NA,15,128,12,17,23,164,31
"KrisHumphries","2743",2017,51,27,NA,59,35,22,NA,NA,NA,70,NA
"AlJefferson","2744",2017,66,21,250,121,51,10,NA,NA,NA,10,10
"JRSmith","2747",2017,NA,20,NA,12,NA,70,10,60,17,152,36
"JameerNelson","2749",2017,23,37,NA,NA,NA,95,73,10,285,180,52
"TonyAllen","2754",2017,169,48,21,NA,120,146,NA,10,46,141,40
"BenoUdrih","2757",2017,NA,15,NA,NA,NA,21,18,NA,149,27,NA
"TrevorAriza","2772",2017,31,52,NA,15,28,258,23,62,47,373,36
"MarvinWilliams","101107",2018,54,36,50,73,44,108,10,49,NA,253,NA
"ChrisPaul","101108",2018,NA,72,34,NA,NA,128,22,14,369,59,297
"RaymondFelton","101109",2018,NA,27,NA,NA,NA,57,27,18,292,142,70
"ChanningFrye","101112",2018,12,10,22,31,NA,20,NA,13,NA,100,NA
"GeraldGreen","101123",2018,10,17,NA,NA,NA,88,33,65,57,154,24
"JarrettJack","101127",2018,NA,50,NA,NA,NA,82,12,12,296,89,37
"IanMahinmi","101133",2018,125,65,14,62,88,29,NA,NA,NA,13,NA
"CJMiles","101139",2018,NA,25,NA,NA,10,110,54,152,34,271,NA
"ErsanIlyasova","101141",2018,82,55,44,124,84,82,16,59,NA,174,NA
"LouWilliams","101150",2018,24,69,NA,NA,27,264,150,75,773,232,153
"AmirJohnson","101161",2018,95,52,23,38,64,32,NA,NA,NA,43,NA
"MarcinGortat","101162",2018,235,78,122,154,76,33,NA,NA,NA,19,NA
"JoseCalderon","101181",2018,NA,16,NA,NA,NA,30,11,NA,91,66,NA
"JahlilOkafor","1626143",2018,24,NA,41,36,13,NA,NA,NA,NA,12,14
"EmmanuelMudiay","1626144",2018,31,21,NA,NA,NA,113,30,26,262,133,48
"TyusJones","1626145",2018,12,38,NA,NA,NA,101,18,NA,99,125,18
"JustinAnderson","1626147",2018,20,12,NA,NA,15,50,18,15,19,78,NA
"MontrezlHarrell","1626149",2018,121,42,147,111,74,140,NA,NA,10,35,19
"AndrewHarrison","1626150",2018,10,34,NA,NA,NA,80,25,NA,247,112,60
"AaronHarrison","1626151",2018,NA,NA,NA,NA,NA,12,NA,NA,14,33,NA
"DelonWright","1626153",2018,12,27,NA,NA,27,109,21,NA,196,131,32
"SamDekker","1626155",2018,57,20,NA,17,24,74,NA,NA,11,87,13
"D'AngeloRussell","1626156",2018,13,38,13,NA,11,113,34,51,378,108,107
"Karl-AnthonyTowns","1626157",2018,128,105,338,315,169,98,NA,43,NA,232,66
"RichaunHolmes","1626158",2018,70,22,NA,57,33,42,NA,NA,NA,49,NA
"JustiseWinslow","1626159",2018,51,52,16,18,29,109,33,NA,85,187,24
"WillieCauley-Stein","1626161",2018,147,71,159,214,80,93,NA,NA,NA,124,88
"KellyOubre Jr.","1626162",2018,44,45,NA,NA,43,186,88,59,116,360,34
"FrankKaminsky","1626163",2018,32,40,87,167,17,82,11,67,11,294,54
"DevinBooker","1626164",2018,37,64,76,NA,14,272,81,171,388,106,161
"CameronPayne","1626166",2018,NA,10,NA,NA,NA,47,18,NA,101,48,15
"MylesTurner","1626167",2018,79,68,97,319,60,54,NA,NA,NA,120,19
"TreyLyles","1626168",2018,52,34,88,90,34,67,25,33,12,198,41
"StanleyJohnson","1626169",2018,15,33,24,NA,19,175,60,14,98,228,37
"JerianGrant","1626170",2018,NA,49,NA,NA,NA,85,32,13,269,142,69
"BobbyPortis","1626171",2018,68,53,138,189,125,95,11,26,NA,225,43
"KevonLooney","1626172",2018,78,24,14,30,42,26,NA,NA,NA,28,10
"JordanMickey","1626175",2018,18,14,NA,24,13,NA,NA,NA,NA,20,NA
"RondaeHollis-Jefferson","1626178",2018,121,51,147,95,57,194,NA,NA,31,165,106
"TerryRozier","1626179",2018,15,52,NA,NA,22,163,72,112,229,194,82
"NormanPowell","1626181",2018,11,11,NA,NA,NA,117,20,21,116,144,NA
"JarellMartin","1626185",2018,76,43,21,43,62,119,11,NA,28,202,24
"QuinnCook","1626188",2018,13,16,NA,NA,NA,65,22,23,88,57,NA
"PatConnaughton","1626192",2018,42,18,NA,NA,NA,49,30,68,42,167,19
"WillyHernangomez","1626195",2018,22,NA,16,27,27,NA,NA,NA,NA,NA,NA
"JoshRichardson","1626196",2018,47,56,11,NA,23,143,174,56,249,294,26
"JoeYoung","1626202",2018,NA,12,NA,NA,NA,42,23,NA,61,59,18
"TreveonGraham","1626203",2018,10,19,NA,NA,26,43,10,NA,15,134,NA
"LarryNance Jr.","1626204",2018,124,51,24,93,84,74,NA,NA,NA,54,NA
"MarioHezonja","1626209",2018,46,26,NA,18,19,142,33,72,87,252,45
"AlanWilliams","1626210",2018,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA
"RoyceO'Neale","1626220",2018,16,23,NA,NA,NA,95,13,13,55,135,16
"CristianoFelicio","1626245",2018,45,33,35,85,38,31,NA,NA,NA,25,11
"SalahMejri","1626257",2018,37,35,NA,56,43,20,NA,NA,NA,NA,NA
"MalcolmDelaney","1627098",2018,NA,19,NA,NA,NA,51,16,21,147,86,38
"BrianteWeber","1627362",2018,NA,NA,NA,NA,NA,11,NA,NA,14,NA,NA
"BenSimmons","1627732",2018,128,147,131,NA,72,276,30,12,426,69,129
"DraganBender","1627733",2018,28,46,32,71,22,84,NA,26,13,269,15
"DomantasSabonis","1627734",2018,119,61,118,378,87,54,NA,NA,NA,76,NA
"MarqueseChriss","1627737",2018,64,71,54,71,45,96,NA,19,NA,202,26
"DeyontaDavis","1627738",2018,56,20,10,130,54,27,NA,NA,NA,20,NA
"KrisDunn","1627739",2018,14,50,33,NA,13,127,18,10,414,120,67
"BuddyHield","1627741",2018,31,54,NA,NA,33,248,91,115,208,223,78
"BrandonIngram","1627742",2018,59,43,37,NA,39,180,75,25,305,123,147
"SkalLabissiere","1627746",2018,87,40,124,105,67,37,NA,NA,NA,78,35
"CarisLeVert","1627747",2018,23,37,NA,NA,27,161,41,31,329,198,114
"DejounteMurray","1627749",2018,70,45,NA,NA,58,168,18,NA,269,104,61
"JamalMurray","1627750",2018,69,73,NA,NA,30,179,156,97,341,235,136
"JakobPoeltl","1627751",2018,151,60,16,126,98,45,NA,NA,NA,14,NA
"TaureanPrince","1627752",2018,25,35,NA,13,24,221,91,176,238,333,71
"TylerUlis","1627755",2018,12,38,NA,NA,NA,86,41,NA,381,85,60
"DenzelValentine","1627756",2018,24,27,NA,NA,11,156,100,46,229,214,30
"RonBaker","1627758",2018,NA,11,NA,NA,NA,13,NA,NA,19,24,NA
"JaylenBrown","1627759",2018,83,41,63,NA,42,248,53,56,82,286,67
"DeAndre'Bembry","1627761",2018,NA,15,NA,NA,NA,41,10,NA,52,51,NA
"MalcolmBrogdon","1627763",2018,56,20,10,NA,15,113,23,37,153,135,33
"CheickDiallo","1627767",2018,52,20,12,63,27,24,NA,NA,NA,27,NA
"PatrickMcCaw","1627775",2018,45,20,NA,NA,NA,44,13,19,48,73,NA
"GaryPayton II","1627780",2018,NA,NA,NA,NA,NA,11,NA,NA,14,NA,NA
"MalachiRichardson","1627781",2018,NA,NA,NA,NA,NA,13,14,NA,11,51,NA
"WayneSelden","1627782",2018,11,17,NA,NA,NA,58,23,27,98,87,23
"PascalSiakam","1627783",2018,76,29,12,43,41,144,NA,NA,10,207,27
"IsaiahWhitehead","1627785",2018,NA,NA,NA,NA,NA,16,NA,NA,54,20,17
"TroyWilliams","1627786",2018,19,NA,NA,NA,17,36,NA,NA,10,36,NA
"TimotheLuwawu-Cabarrot","1627789",2018,25,22,NA,NA,NA,71,29,24,23,127,NA
"YogiFerrell","1627812",2018,24,35,NA,NA,NA,115,53,73,258,232,52
"DamionLee","1627814",2018,NA,11,NA,NA,NA,38,15,16,26,51,NA
"IsaiahTaylor","1627819",2018,NA,23,NA,NA,NA,96,21,22,236,95,36
"TyroneWallace","1627820",2018,40,12,NA,NA,NA,96,14,NA,49,80,16
"JamesWebb III","1627821",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA
"JuanchoHernangomez","1627823",2018,NA,NA,NA,NA,13,14,NA,NA,NA,43,NA
"DorianFinney-Smith","1627827",2018,12,NA,NA,NA,12,22,NA,14,18,49,NA
"FredVanVleet","1627832",2018,NA,26,NA,NA,NA,123,37,24,217,164,55
"PaulZipser","1627835",2018,15,16,NA,NA,NA,30,14,14,27,136,23
"AbdelNader","1627846",2018,NA,NA,NA,NA,NA,32,10,14,30,79,NA
"RyanArcidiacono","1627853",2018,NA,NA,NA,NA,NA,14,NA,NA,11,23,NA
"BrynForbes","1627854",2018,NA,10,NA,NA,NA,93,63,44,97,240,NA
"OkaroWhite","1627855",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"KyleCollinsworth","1627858",2018,NA,10,NA,NA,16,14,NA,NA,36,26,NA
"DanuelHouse Jr.","1627863",2018,NA,NA,NA,NA,NA,39,NA,13,16,45,NA
"JalenJones","1627883",2018,NA,NA,NA,NA,10,NA,NA,NA,NA,29,NA
"DerrickJones Jr.","1627884",2018,NA,NA,NA,NA,14,NA,NA,NA,NA,21,NA
"ShaquilleHarrison","1627885",2018,13,NA,NA,NA,NA,48,NA,NA,35,32,11
"AlexCaruso","1627936",2018,14,17,NA,NA,NA,33,NA,NA,51,28,NA
"JoshGray","1627982",2018,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA
"MykeHenry","1627988",2018,10,11,NA,NA,NA,24,NA,12,10,50,NA
"DavidNwaba","1628021",2018,77,33,21,NA,46,175,34,17,36,114,36
"MarkelleFultz","1628365",2018,10,NA,NA,NA,NA,38,NA,NA,36,23,11
"LonzoBall","1628366",2018,27,60,NA,NA,29,145,36,18,212,164,29
"JoshJackson","1628367",2018,70,44,17,NA,66,311,112,74,216,208,75
"De'AaronFox","1628368",2018,26,50,NA,NA,13,240,49,20,449,147,57
"JaysonTatum","1628369",2018,33,33,44,22,22,204,86,86,131,291,113
"JonathanIsaac","1628371",2018,25,12,12,13,NA,24,NA,NA,NA,69,NA
"DennisSmith Jr.","1628372",2018,23,79,17,NA,21,217,82,61,418,138,244
"FrankNtilikina","1628373",2018,NA,54,NA,NA,10,89,43,26,259,128,33
"LauriMarkkanen","1628374",2018,44,46,111,119,52,133,42,106,45,280,28
"DonovanMitchell","1628378",2018,47,64,NA,NA,25,230,172,123,660,247,129
"LukeKennard","1628379",2018,26,26,NA,NA,NA,70,145,76,87,115,NA
"ZachCollins","1628380",2018,42,34,60,54,30,15,NA,NA,NA,121,NA
"JohnCollins","1628381",2018,171,82,35,165,110,67,NA,NA,NA,72,19
"JustinJackson","1628382",2018,51,16,NA,NA,17,89,39,44,35,168,NA
"OGAnunoby","1628384",2018,37,11,NA,NA,17,100,14,NA,17,197,NA
"JarrettAllen","1628386",2018,159,57,NA,197,73,30,NA,NA,NA,25,NA
"BamAdebayo","1628389",2018,125,43,55,101,73,43,NA,NA,NA,27,12
"TerranceFerguson","1628390",2018,NA,NA,NA,NA,NA,40,NA,NA,NA,105,NA
"JawunEvans","1628393",2018,NA,20,NA,NA,NA,67,23,NA,88,86,21
"JordanBell","1628395",2018,71,27,18,31,36,46,NA,NA,NA,13,10
"IvanRabb","1628397",2018,39,22,30,37,34,20,NA,NA,NA,12,NA
"KyleKuzma","1628398",2018,74,49,69,82,64,298,33,108,73,334,81
"SemiOjeleye","1628400",2018,20,NA,NA,13,NA,40,11,NA,NA,110,NA
"JoshHart","1628404",2018,25,25,NA,NA,17,146,26,11,36,161,13
"JohnathanMotley","1628405",2018,13,NA,18,16,11,10,NA,NA,NA,17,NA
"DwayneBacon","1628407",2018,NA,NA,NA,NA,NA,35,14,20,58,77,13
"AlecPeters","1628409",2018,NA,NA,NA,NA,NA,14,NA,10,NA,32,NA
"WesIwundu","1628411",2018,31,12,NA,NA,20,62,14,NA,28,81,13
"FrankMason III","1628412",2018,NA,21,NA,NA,13,102,33,NA,195,63,49
"SindariusThornwell","1628414",2018,17,19,NA,NA,12,93,13,NA,22,134,NA
"DillonBrooks","1628415",2018,52,63,10,NA,21,167,66,52,227,250,58
"TylerDorsey","1628416",2018,11,16,NA,NA,NA,67,35,51,102,126,33
"DamyeanDotson","1628422",2018,15,NA,NA,NA,NA,37,NA,26,23,57,NA
"KobiSimmons","1628424",2018,17,19,NA,NA,NA,54,15,NA,69,47,14
"SterlingBrown","1628425",2018,NA,NA,NA,NA,NA,73,12,15,16,93,NA
"DavonReed","1628432",2018,NA,NA,NA,NA,NA,17,NA,19,15,29,NA
"LukeKornet","1628436",2018,16,NA,10,39,NA,12,NA,NA,NA,49,NA
"IsaiahHicks","1628439",2018,21,NA,13,20,NA,12,NA,NA,NA,15,NA
"MikeJames","1628455",2018,NA,20,NA,NA,NA,63,16,NA,215,27,46
"TylerCavanaugh","1628463",2018,18,10,NA,30,25,20,NA,NA,NA,67,NA
"DanielTheis","1628464",2018,50,40,16,91,52,18,NA,NA,NA,52,NA
"MaxiKleber","1628467",2018,66,16,23,56,32,31,NA,21,NA,109,NA
"AntonioBlakeney","1628469",2018,NA,NA,NA,NA,NA,45,21,NA,30,39,21
"TorreyCraig","1628470",2018,25,NA,NA,NA,28,35,12,NA,NA,53,NA
"MiltonDoyle","1628495",2018,NA,NA,NA,NA,NA,NA,NA,NA,13,18,NA
"NigelHayes","1628502",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
"JamelArtis","1628503",2018,10,NA,NA,NA,NA,NA,NA,NA,10,36,NA
"XavierRathan-Mayes","1628504",2018,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA
"AndrewWhite III","1628510",2018,NA,NA,NA,NA,NA,14,NA,NA,NA,43,NA
"JaylenMorris","1628537",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
"RodneyPurvis","1628681",2018,NA,NA,NA,NA,NA,26,NA,18,23,35,NA
"VinceCarter","1713",2018,16,21,34,16,NA,32,14,17,24,141,10
"DirkNowitzki","1717",2018,30,42,162,208,16,63,12,17,NA,271,27
"JasonTerry","1891",2018,NA,NA,NA,NA,NA,48,14,14,NA,78,NA
"ManuGinobili","1938",2018,18,36,NA,NA,NA,66,48,29,221,171,22
"LaMarcusAldridge","200746",2018,119,67,704,269,167,53,NA,37,NA,151,50
"RudyGay","200752",2018,34,38,109,37,41,76,NA,16,57,162,98
"JJRedick","200755",2018,37,65,NA,18,NA,173,255,183,119,190,NA
"ThaboSefolosha","200757",2018,29,NA,NA,NA,16,77,NA,NA,20,110,NA
"RajonRondo","200765",2018,15,50,NA,NA,NA,138,29,10,243,129,36
"KyleLowry","200768",2018,20,68,11,NA,29,258,105,83,325,245,75
"P.J.Tucker","200782",2018,14,47,NA,55,34,95,NA,NA,NA,272,NA
"PaulMillsap","200794",2018,43,23,109,49,35,58,14,35,26,136,51
"J.J.Barea","200826",2018,NA,37,NA,NA,NA,100,85,32,426,119,65
"KevinDurant","201142",2018,92,81,139,25,19,332,39,141,289,186,247
"AlHorford","201143",2018,58,67,249,192,39,75,NA,20,24,172,33
"MikeConley","201144",2018,NA,NA,NA,NA,NA,18,16,11,88,35,32
"JeffGreen","201145",2018,98,49,90,47,45,164,NA,14,17,209,60
"CoreyBrewer","201147",2018,48,33,NA,NA,14,131,NA,NA,21,129,NA
"BrandanWright","201148",2018,31,NA,10,34,17,14,NA,NA,NA,NA,NA
"NickYoung","201156",2018,15,31,NA,NA,NA,105,37,120,47,158,22
"MarcoBelinelli","201158",2018,80,42,NA,NA,10,114,167,185,150,158,NA
"JaredDudley","201162",2018,NA,22,NA,13,NA,35,NA,NA,NA,73,NA
"WilsonChandler","201163",2018,68,41,57,10,55,111,55,35,48,209,80
"ArronAfflalo","201167",2018,NA,NA,25,NA,NA,28,10,20,11,79,NA
"MarcGasol","201188",2018,67,80,378,375,31,82,29,45,NA,204,71
"RamonSessions","201196",2018,NA,NA,NA,NA,NA,14,NA,NA,83,23,NA
"AnthonyTolliver","201229",2018,33,39,NA,43,17,100,16,37,NA,290,NA
"MichaelBeasley","201563",2018,56,51,170,127,68,100,14,35,26,153,210
"DerrickRose","201565",2018,12,NA,NA,NA,NA,58,NA,NA,89,39,11
"RussellWestbrook","201566",2018,27,118,160,NA,76,534,67,22,732,159,402
"KevinLove","201567",2018,76,64,181,109,69,125,NA,50,NA,218,28
"DaniloGallinari","201568",2018,15,16,32,21,NA,49,14,17,15,82,51
"EricGordon","201569",2018,20,52,NA,11,14,199,78,133,244,322,116
"D.J.Augustin","201571",2018,17,43,NA,NA,NA,123,48,38,280,145,38
"BrookLopez","201572",2018,44,58,243,173,53,78,NA,16,NA,258,25
"JerrydBayless","201573",2018,29,18,NA,NA,NA,84,28,15,25,110,15
"RobinLopez","201577",2018,124,71,108,273,87,25,NA,NA,NA,80,10
"MarreeseSpeights","201578",2018,11,24,53,81,15,41,14,22,NA,131,17
"RyanAnderson","201583",2018,13,11,16,102,47,88,NA,52,NA,212,10
"CourtneyLee","201584",2018,24,29,NA,NA,13,163,59,91,223,207,73
"KostaKoufos","201585",2018,116,38,50,131,73,29,NA,NA,NA,10,22
"SergeIbaka","201586",2018,48,31,61,186,57,132,NA,17,NA,338,43
"NicolasBatum","201587",2018,26,56,83,NA,30,67,64,168,155,130,47
"GeorgeHill","201588",2018,15,46,NA,NA,10,96,36,34,222,119,44
"MarioChalmers","201596",2018,18,48,NA,NA,NA,82,38,28,221,140,40
"DeAndreJordan","201599",2018,165,129,79,154,239,76,NA,NA,NA,NA,NA
"LucMbah a Moute","201601",2018,23,23,NA,40,NA,106,10,15,13,202,14
"GoranDragic","201609",2018,43,52,14,NA,28,214,159,36,537,188,73
"BlakeGriffin","201933",2018,38,75,299,182,52,131,11,30,147,170,152
"JamesHarden","201935",2018,20,103,36,NA,14,236,66,20,734,105,719
"TyrekeEvans","201936",2018,19,49,NA,NA,27,175,52,26,386,133,143
"RickyRubio","201937",2018,16,62,NA,NA,10,162,87,NA,453,295,48
"StephenCurry","201939",2018,60,80,NA,12,14,212,53,203,297,129,78
"DeMarDeRozan","201942",2018,40,73,128,NA,24,176,71,145,744,172,242
"BrandonJennings","201943",2018,NA,NA,NA,NA,NA,20,NA,NA,35,23,NA
"JamesJohnson","201949",2018,61,71,34,56,21,98,29,14,113,211,118
"JrueHoliday","201950",2018,78,85,49,17,20,296,84,88,450,207,173
"JeffTeague","201952",2018,NA,93,10,NA,NA,172,23,10,461,136,154
"DarrenCollison","201954",2018,17,35,NA,NA,14,195,44,16,247,158,55
"OmriCasspi","201956",2018,83,32,16,NA,21,51,NA,NA,NA,38,NA
"TajGibson","201959",2018,217,57,144,129,125,83,NA,NA,NA,138,12
"DeMarreCarroll","201960",2018,29,37,NA,19,51,239,50,47,76,383,59
"WayneEllington","201961",2018,18,26,NA,14,NA,95,264,151,34,166,NA
"DanteCunningham","201967",2018,82,13,NA,41,33,53,NA,NA,NA,174,NA
"JonasJerebko","201973",2018,38,16,NA,32,26,68,NA,NA,NA,193,NA
"JodieMeeks","201975",2018,10,12,NA,NA,NA,84,46,124,47,135,NA
"PatrickBeverley","201976",2018,NA,NA,NA,NA,NA,20,NA,NA,56,46,10
"DannyGreen","201980",2018,21,39,NA,NA,19,112,43,37,72,305,13
"PattyMills","201988",2018,21,59,NA,NA,NA,83,77,63,282,213,27
"GarrettTemple","202066",2018,33,31,NA,NA,15,93,41,58,113,162,35
"WesleyMatthews","202083",2018,21,33,72,NA,NA,85,44,147,97,256,56
"JohnWall","202322",2018,NA,52,26,NA,10,226,15,NA,274,109,213
"EvanTurner","202323",2018,22,37,114,NA,17,107,28,25,145,154,69
"DerrickFavors","202324",2018,224,42,66,241,107,65,NA,11,NA,120,NA
"WesleyJohnson","202325",2018,35,31,NA,NA,10,86,27,11,31,209,NA
"DeMarcusCousins","202326",2018,53,102,212,107,80,171,19,45,70,256,162
"EkpeUdoh","202327",2018,41,21,NA,46,28,19,NA,NA,NA,NA,NA
"GregMonroe","202328",2018,61,46,159,83,76,16,NA,NA,NA,14,31
