"Player","ID","season","cut","misc","postup","prman","putback","transition","handoff","offscreen","prhandler","spotup","isolation"
"TonySnell","203503",2021,NA,NA,NA,NA,NA,38,NA,10,14,100,NA
"TreyBurke","203504",2021,NA,18,NA,10,NA,72,19,NA,134,125,18
"VictorOladipo","203506",2021,NA,NA,NA,NA,NA,127,79,54,241,113,59
"GiannisAntetokounmpo","203507",2021,132,73,207,94,64,411,11,15,127,144,277
"JamesEnnis III","203516",2021,16,20,NA,NA,31,52,29,16,47,97,NA
"MatthewDellavedova","203521",2021,NA,NA,NA,NA,NA,NA,NA,NA,17,26,NA
"SolomonHill","203524",2021,13,23,NA,NA,19,55,NA,NA,16,200,11
"RaulNeto","203526",2021,12,34,NA,11,NA,120,14,NA,127,189,18
"SethCurry","203552",2021,NA,30,NA,NA,NA,111,98,31,158,180,14
"RodneyMcGruder","203585",2021,10,NA,NA,NA,NA,16,NA,NA,11,25,NA
"ThanasisAntetokounmpo","203648",2021,41,29,NA,11,20,37,NA,NA,NA,23,NA
"ZachLaVine","203897",2021,55,63,10,NA,23,192,117,78,628,135,138
"ElfridPayton","203901",2021,38,39,NA,NA,42,89,18,NA,347,165,31
"JordanClarkson","203903",2021,13,38,16,27,24,219,79,97,345,247,135
"GaryHarris","203914",2021,14,NA,NA,NA,NA,79,52,34,94,103,11
"RodneyHood","203918",2021,NA,13,21,NA,NA,40,15,11,61,90,25
"KhemBirch","203920",2021,110,28,19,111,78,45,NA,NA,NA,80,NA
"GlennRobinson III","203922",2021,10,NA,NA,NA,NA,29,NA,NA,NA,56,NA
"JeramiGrant","203924",2021,46,28,46,73,24,128,112,109,173,327,122
"JoeHarris","203925",2021,54,35,NA,18,18,111,112,146,23,278,NA
"DougMcDermott","203926",2021,107,18,NA,13,49,109,165,119,20,156,NA
"AaronGordon","203932",2021,65,42,80,17,47,104,45,NA,93,115,26
"T.J.Warren","203933",2021,NA,NA,NA,NA,NA,12,NA,NA,15,NA,NA
"MarcusSmart","203935",2021,17,48,25,11,17,81,48,22,157,207,42
"KyleAnderson","203937",2021,34,30,NA,10,36,181,37,30,160,247,57
"DwightPowell","203939",2021,82,38,NA,87,30,16,NA,NA,NA,30,NA
"JuliusRandle","203944",2021,30,94,300,157,53,152,25,70,105,356,393
"AndrewWiggins","203952",2021,81,26,75,NA,52,201,88,56,286,283,135
"JabariParker","203953",2021,12,NA,NA,11,NA,NA,NA,NA,NA,11,NA
"JoelEmbiid","203954",2021,46,83,474,163,86,103,11,NA,16,148,160
"DanteExum","203957",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA
"JaKarrSampson","203960",2021,34,NA,NA,17,23,23,NA,NA,NA,32,NA
"DarioSaric","203967",2021,48,31,69,142,24,29,NA,NA,NA,79,NA
"ClintCapela","203991",2021,195,65,66,211,238,77,NA,NA,NA,14,NA
"BogdanBogdanovic","203992",2021,NA,19,NA,12,11,95,27,96,154,176,32
"JusufNurkic","203994",2021,83,44,80,140,58,16,NA,NA,NA,26,NA
"NikolaJokic","203999",2021,142,139,415,288,162,85,NA,98,34,197,119
"KristapsPorzingis","204001",2021,79,26,162,148,55,59,13,37,NA,191,18
"TylerJohnson","204020",2021,NA,NA,NA,NA,NA,37,14,11,20,109,NA
"TimFrazier","204025",2021,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA
"LangstonGalloway","204038",2021,NA,NA,NA,NA,NA,25,13,23,14,80,NA
"JoeIngles","204060",2021,NA,31,NA,NA,NA,101,63,32,300,169,14
"T.J.McConnell","204456",2021,22,71,NA,NA,12,134,38,NA,211,115,32
"MikeJames","2229",2021,NA,NA,NA,NA,NA,19,NA,NA,52,21,21
"LeBronJames","2544",2021,60,48,153,24,15,213,29,22,247,81,197
"CarmeloAnthony","2546",2021,NA,40,208,67,22,104,NA,NA,54,213,176
"DwightHoward","2730",2021,77,86,54,84,151,21,NA,NA,NA,29,NA
"AndreIguodala","2738",2021,24,45,NA,18,NA,35,NA,NA,17,166,NA
"TrevorAriza","2772",2021,33,11,NA,NA,NA,55,NA,22,NA,123,NA
"ChrisPaul","101108",2022,NA,80,NA,NA,NA,95,28,NA,557,89,108
"LouWilliams","101150",2022,NA,14,NA,NA,NA,50,27,NA,164,74,49
"TyusJones","1626145",2022,13,27,NA,NA,NA,96,51,NA,237,156,34
"JustinAnderson","1626147",2022,NA,NA,NA,NA,NA,15,NA,NA,NA,50,NA
"MontrezlHarrell","1626149",2022,140,46,144,153,116,94,NA,NA,NA,14,37
"DelonWright","1626153",2022,11,31,NA,NA,14,60,11,NA,100,95,16
"D'AngeloRussell","1626156",2022,35,89,18,NA,10,207,64,40,428,229,117
"Karl-AnthonyTowns","1626157",2022,90,113,238,204,135,176,37,83,24,325,203
"RichaunHolmes","1626158",2022,91,32,23,117,72,37,NA,NA,NA,11,NA
"JustiseWinslow","1626159",2022,50,17,10,NA,32,73,NA,NA,11,101,NA
"KellyOubre Jr.","1626162",2022,69,31,NA,29,62,235,100,60,71,373,46
"FrankKaminsky","1626163",2022,NA,NA,NA,29,NA,13,NA,NA,NA,NA,NA
"DevinBooker","1626164",2022,43,76,45,10,29,352,107,148,481,218,225
"CameronPayne","1626166",2022,NA,40,NA,NA,12,101,31,NA,347,133,43
"MylesTurner","1626167",2022,39,41,62,81,35,49,10,NA,NA,160,NA
"TreyLyles","1626168",2022,65,25,70,138,63,84,16,NA,12,216,15
"StanleyJohnson","1626169",2022,42,16,NA,14,15,70,NA,NA,10,136,NA
"BobbyPortis","1626171",2022,85,47,150,136,132,156,16,13,NA,258,19
"KevonLooney","1626172",2022,187,53,15,60,101,30,NA,NA,NA,34,NA
"ChristianWood","1626174",2022,100,82,111,195,77,148,18,58,21,203,143
"TerryRozier","1626179",2022,35,57,NA,23,37,279,107,119,234,364,67
"NormanPowell","1626181",2022,20,20,NA,NA,10,154,95,51,155,225,21
"PatConnaughton","1626192",2022,40,18,NA,37,11,106,45,26,21,242,NA
"WillyHernangomez","1626195",2022,89,38,71,100,104,26,NA,NA,NA,NA,NA
"JoshRichardson","1626196",2022,25,35,NA,NA,10,93,37,28,90,287,17
"LarryNance Jr.","1626204",2022,62,18,26,57,31,26,NA,NA,NA,58,NA
"KeiferSykes","1626208",2022,NA,12,NA,NA,NA,34,11,NA,75,66,12
"RoyceO'Neale","1626220",2022,22,33,NA,33,23,133,NA,NA,NA,288,NA
"DomantasSabonis","1627734",2022,207,96,183,217,129,107,NA,NA,NA,122,26
"MalikBeasley","1627736",2022,20,29,NA,NA,15,181,73,154,50,359,21
"MarqueseChriss","1627737",2022,31,16,15,48,24,14,NA,NA,NA,17,NA
"KrisDunn","1627739",2022,NA,NA,NA,NA,NA,32,NA,NA,57,17,10
"BuddyHield","1627741",2022,12,59,NA,30,40,263,115,190,209,311,54
"BrandonIngram","1627742",2022,31,57,70,24,18,186,80,119,311,193,177
"DamianJones","1627745",2022,84,46,27,119,51,17,NA,NA,NA,31,NA
"CarisLeVert","1627747",2022,39,22,NA,NA,16,138,57,27,408,193,113
"DejounteMurray","1627749",2022,42,49,NA,NA,37,204,67,24,711,212,172
"JakobPoeltl","1627751",2022,189,86,102,254,153,30,NA,NA,NA,20,18
"TaureanPrince","1627752",2022,15,19,NA,16,13,129,20,20,24,205,10
"JaylenBrown","1627759",2022,87,50,68,12,30,314,64,139,247,378,134
"DeAndre'Bembry","1627761",2022,46,12,NA,14,22,68,NA,NA,11,82,NA
"MalcolmBrogdon","1627763",2022,NA,29,NA,NA,16,94,56,15,288,123,53
"GeorgesNiang","1627777",2022,13,33,NA,41,12,93,31,20,16,372,NA
"GaryPayton II","1627780",2022,107,29,NA,12,39,99,NA,NA,NA,106,NA
"PascalSiakam","1627783",2022,72,86,130,51,75,283,49,NA,200,238,368
"FurkanKorkmaz","1627788",2022,25,22,NA,NA,10,74,40,32,141,198,NA
"TimotheLuwawu-Cabarrot","1627789",2022,19,NA,NA,NA,NA,50,NA,NA,12,111,NA
"DamionLee","1627814",2022,45,30,NA,NA,10,57,41,58,20,179,NA
"TyroneWallace","1627820",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
"JuanchoHernangomez","1627823",2022,NA,NA,NA,NA,NA,19,NA,NA,NA,45,NA
"IvicaZubac","1627826",2022,153,75,135,148,144,55,NA,NA,NA,NA,NA
"DorianFinney-Smith","1627827",2022,64,41,NA,39,42,132,18,17,26,421,NA
"FredVanVleet","1627832",2022,13,75,NA,23,15,234,120,65,471,207,127
"AbdelNader","1627846",2022,NA,NA,NA,NA,NA,11,NA,NA,NA,15,NA
"BrynForbes","1627854",2022,NA,NA,NA,NA,NA,102,80,141,66,202,NA
"DanuelHouse Jr.","1627863",2022,NA,10,NA,NA,NA,70,NA,NA,10,118,NA
"DerrickJones Jr.","1627884",2022,45,14,NA,33,40,46,NA,NA,NA,77,NA
"AlexCaruso","1627936",2022,26,29,NA,NA,13,60,11,NA,60,131,NA
"DavidNwaba","1628021",2022,24,11,NA,11,23,65,NA,NA,11,74,NA
"AlfonzoMcKinnie","1628035",2022,NA,NA,NA,NA,NA,14,NA,NA,NA,35,NA
"MarkelleFultz","1628365",2022,NA,18,22,NA,NA,38,11,NA,95,18,13
"LonzoBall","1628366",2022,NA,21,NA,NA,13,100,25,NA,97,189,10
"JoshJackson","1628367",2022,24,15,NA,NA,14,76,12,22,45,134,NA
"De'AaronFox","1628368",2022,16,68,20,NA,NA,244,99,NA,585,201,155
"JaysonTatum","1628369",2022,74,63,122,59,56,268,53,154,440,326,356
"MalikMonk","1628370",2022,42,47,NA,36,17,240,62,64,176,259,53
"DennisSmith Jr.","1628372",2022,15,20,NA,NA,10,43,NA,NA,83,43,38
"FrankNtilikina","1628373",2022,NA,21,NA,NA,NA,47,19,NA,40,110,12
"LauriMarkkanen","1628374",2022,70,29,85,64,40,149,23,44,NA,306,15
"DonovanMitchell","1628378",2022,NA,55,NA,NA,25,246,95,64,806,239,153
"LukeKennard","1628379",2022,30,28,NA,13,NA,120,107,126,83,200,NA
"ZachCollins","1628380",2022,40,31,31,61,23,12,NA,NA,NA,29,NA
"JohnCollins","1628381",2022,89,42,145,145,61,85,NA,11,NA,176,16
"OGAnunoby","1628384",2022,35,28,94,17,46,128,49,23,61,249,101
"JarrettAllen","1628386",2022,222,57,107,145,116,50,NA,NA,NA,29,19
"BamAdebayo","1628389",2022,199,86,170,165,72,162,NA,NA,26,50,75
"IsaiahHartenstein","1628392",2022,122,58,21,126,67,42,NA,NA,NA,38,21
"TonyBradley","1628396",2022,41,20,NA,42,30,12,NA,NA,NA,NA,NA
"KyleKuzma","1628398",2022,63,64,39,49,53,208,81,60,156,331,97
"SemiOjeleye","1628400",2022,10,NA,NA,NA,NA,14,NA,NA,NA,29,NA
"DerrickWhite","1628401",2022,15,49,NA,NA,NA,155,74,54,296,308,28
"FrankJackson","1628402",2022,24,22,NA,10,NA,87,62,79,59,204,NA
"JoshHart","1628404",2022,25,52,NA,NA,25,241,54,27,122,183,32
"P.J.Dozier","1628408",2022,NA,NA,NA,NA,NA,21,15,NA,18,36,10
"WesIwundu","1628411",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
"DillonBrooks","1628415",2022,15,23,23,NA,17,128,72,35,140,107,60
"ThomasBryant","1628418",2022,26,14,21,38,21,25,NA,NA,NA,31,NA
"MonteMorris","1628420",2022,65,45,NA,NA,NA,161,91,24,233,216,37
"SterlingBrown","1628425",2022,NA,NA,NA,NA,11,42,NA,NA,10,88,NA
"VlatkoCancar","1628427",2022,NA,NA,NA,11,NA,16,NA,NA,NA,13,NA
"DavonReed","1628432",2022,12,NA,NA,NA,NA,33,10,NA,22,85,NA
"ChrisBoucher","1628449",2022,100,32,NA,79,143,125,12,NA,NA,195,NA
"DanielTheis","1628464",2022,61,32,NA,107,42,28,NA,NA,NA,84,NA
"MaxiKleber","1628467",2022,32,33,10,103,17,30,NA,NA,NA,195,NA
"TorreyCraig","1628470",2022,61,17,NA,NA,44,103,11,NA,20,213,NA
"DerrickWalton Jr.","1628476",2022,NA,NA,NA,NA,NA,NA,NA,NA,21,10,NA
"MychalMulder","1628539",2022,NA,NA,NA,NA,NA,11,10,NA,NA,32,NA
"PaulWatson","1628778",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA
"GraysonAllen","1628960",2022,17,18,NA,21,10,132,70,63,59,245,NA
"UdokaAzubuike","1628962",2022,18,10,NA,20,NA,NA,NA,NA,NA,NA,NA
"MarvinBagley III","1628963",2022,77,21,66,59,78,57,NA,NA,NA,134,27
"MoBamba","1628964",2022,100,56,42,101,112,78,16,13,NA,193,13
"KeitaBates-Diop","1628966",2022,85,20,NA,NA,42,56,NA,NA,NA,93,NA
"MikalBridges","1628969",2022,74,36,19,40,36,239,30,83,52,374,10
"MilesBridges","1628970",2022,84,77,57,102,38,251,95,47,148,453,152
"BruceBrown","1628971",2022,146,23,NA,57,52,129,NA,NA,27,163,13
"TroyBrown Jr.","1628972",2022,30,14,NA,NA,15,55,NA,NA,25,137,NA
"JalenBrunson","1628973",2022,NA,70,30,11,NA,137,87,26,393,293,150
"JevonCarter","1628975",2022,NA,17,NA,NA,NA,50,20,NA,73,99,NA
"WendellCarter Jr.","1628976",2022,106,78,84,208,87,110,NA,NA,10,162,34
"HamidouDiallo","1628977",2022,60,59,NA,15,50,127,28,10,73,184,32
"DonteDiVincenzo","1628978",2022,34,28,NA,NA,NA,73,21,NA,107,138,NA
"MelvinFrazier Jr.","1628982",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA
"ShaiGilgeous-Alexander","1628983",2022,NA,62,13,NA,17,195,18,25,539,119,383
"Devonte'Graham","1628984",2022,NA,59,NA,NA,11,140,49,59,307,285,48
"AaronHoliday","1628988",2022,NA,26,NA,NA,NA,61,16,NA,153,119,20
"KevinHuerter","1628989",2022,28,30,NA,17,16,155,70,68,172,280,35
"JarenJackson Jr.","1628991",2022,69,63,160,112,83,174,79,101,41,376,57
"KevinKnox II","1628995",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA
"CalebMartin","1628997",2022,50,28,NA,14,28,125,19,NA,25,187,25
"CodyMartin","1628998",2022,51,24,NA,11,21,134,31,NA,48,181,17
"De'AnthonyMelton","1629001",2022,26,32,NA,NA,28,249,59,38,133,263,32
"ChimezieMetu","1629002",2022,65,16,37,46,16,80,NA,NA,NA,247,22
"ShakeMilton","1629003",2022,NA,21,NA,NA,16,73,26,10,151,149,20
"SviMykhailiuk","1629004",2022,12,NA,NA,NA,11,70,28,21,31,91,NA
"JoshOkogie","1629006",2022,13,12,NA,NA,11,38,NA,NA,NA,61,NA
"MichaelPorter Jr.","1629008",2022,NA,11,NA,NA,NA,30,13,14,NA,26,NA
"MitchellRobinson","1629011",2022,96,50,17,96,208,15,NA,NA,NA,NA,NA
"CollinSexton","1629012",2022,10,NA,NA,NA,11,36,14,10,47,39,19
"LandryShamet","1629013",2022,NA,19,NA,NA,NA,100,55,52,77,227,NA
"AnferneeSimons","1629014",2022,11,48,NA,NA,NA,105,63,28,342,201,147
"GaryTrent Jr.","1629018",2022,17,51,NA,10,11,236,113,100,279,317,94
"JarredVanderbilt","1629020",2022,161,39,NA,40,116,99,NA,NA,NA,27,NA
"MoritzWagner","1629021",2022,83,48,21,75,24,56,NA,NA,NA,176,10
"LonnieWalker IV","1629022",2022,23,17,NA,NA,11,168,80,48,213,298,45
"P.J.Washington","1629023",2022,61,37,24,94,45,106,15,NA,NA,242,NA
"KenrichWilliams","1629026",2022,46,25,14,NA,34,75,NA,10,20,124,28
"TraeYoung","1629027",2022,13,114,NA,NA,24,280,77,24,1066,143,336
"DeandreAyton","1629028",2022,170,48,186,253,104,55,NA,NA,NA,17,NA
"LukaDoncic","1629029",2022,22,58,170,NA,31,116,92,22,844,137,408
"TheoPinson","1629033",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
"CarsenEdwards","1629035",2022,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA
"GogaBitadze","1629048",2022,54,29,27,97,54,22,NA,NA,NA,49,NA
"OshaeBrissett","1629052",2022,64,26,NA,40,52,110,24,12,31,265,NA
"TerenceDavis","1629056",2022,NA,11,NA,NA,NA,76,11,27,64,102,NA
"RobertWilliams III","1629057",2022,180,42,NA,72,133,36,NA,NA,NA,NA,NA
"RuiHachimura","1629060",2022,42,11,43,16,16,73,15,NA,16,168,35
"TylerCook","1629076",2022,19,NA,NA,15,NA,NA,NA,NA,NA,NA,NA
"KelanMartin","1629103",2022,11,NA,NA,NA,NA,34,11,NA,22,78,NA
"GaryClark","1629109",2022,NA,NA,NA,NA,NA,17,NA,NA,NA,59,NA
"JockLandale","1629111",2022,35,24,25,53,32,23,NA,NA,NA,56,NA
"WenyenGabriel","1629117",2022,32,10,NA,19,23,11,NA,NA,NA,29,NA
"DuncanRobinson","1629130",2022,40,37,NA,21,NA,93,184,125,61,235,NA
"YutaWatanabe","1629139",2022,NA,NA,NA,NA,NA,43,NA,NA,NA,75,NA
"JordanMcLaughlin","1629162",2022,22,29,NA,NA,NA,56,NA,NA,51,79,NA
"BrandonGoodwin","1629164",2022,NA,21,NA,NA,NA,31,11,NA,72,42,17
"ChrisChiozza","1629185",2022,NA,NA,NA,NA,NA,19,NA,10,21,36,NA
"GabeVincent","1629216",2022,22,41,NA,NA,NA,85,56,31,183,172,37
"DrewEubanks","1629234",2022,117,54,33,159,72,34,NA,NA,NA,36,NA
"JuanToscano-Anderson","1629308",2022,55,42,12,21,13,45,NA,14,19,99,13
"HaywoodHighsmith","1629312",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA
"AmirCoffey","1629599",2022,14,22,NA,NA,12,137,44,11,87,202,23
"MamadiDiakite","1629603",2022,11,NA,NA,24,NA,NA,NA,NA,NA,NA,NA
"CJElleby","1629604",2022,33,20,NA,NA,31,82,20,18,31,154,NA
"TeranceMann","1629611",2022,84,48,NA,NA,52,242,21,16,132,199,41
"ReggiePerry","1629617",2022,15,NA,NA,21,12,13,NA,NA,NA,17,NA
"JustinRobinson","1629620",2022,NA,NA,NA,NA,NA,11,NA,NA,32,36,NA
"MaxStrus","1629622",2022,41,19,NA,18,NA,90,96,117,35,211,NA
"LindellWigginton","1629623",2022,NA,NA,NA,NA,NA,20,NA,NA,22,28,NA
"RJBarrett","1629628",2022,43,53,44,NA,37,320,76,40,402,402,106
"CamReddish","1629629",2022,18,16,NA,NA,14,90,45,24,136,138,19
"JaMorant","1629630",2022,33,62,NA,NA,44,300,69,31,706,138,175
"De'AndreHunter","1629631",2022,34,28,26,23,16,132,34,55,74,234,61
"CobyWhite","1629632",2022,NA,28,NA,NA,NA,122,20,30,177,329,26
"JarrettCulver","1629633",2022,NA,NA,NA,NA,NA,21,NA,NA,26,27,NA
"BrandonClarke","1629634",2022,101,34,NA,102,96,84,13,NA,NA,76,11
"DariusGarland","1629636",2022,21,68,NA,NA,14,209,92,124,628,178,173
"JaxsonHayes","1629637",2022,122,43,12,90,81,100,NA,NA,NA,71,NA
"NickeilAlexander-Walker","1629638",2022,20,32,NA,NA,18,115,79,53,223,228,29
"TylerHerro","1629639",2022,44,78,NA,NA,17,220,143,87,456,209,129
"KeldonJohnson","1629640",2022,59,34,24,11,53,236,115,27,149,465,31
"RomeoLangford","1629641",2022,21,NA,NA,NA,15,34,NA,NA,13,105,NA
"NassirLittle","1629642",2022,16,20,NA,NA,18,96,28,15,24,150,15
"ChumaOkeke","1629643",2022,34,27,15,17,17,102,55,32,47,298,18
"KZOkpala","1629644",2022,16,NA,NA,NA,NA,13,NA,NA,NA,29,NA
"KevinPorter Jr.","1629645",2022,21,67,NA,NA,14,220,54,18,421,127,127
"DariusBazley","1629647",2022,59,29,NA,74,38,142,40,12,59,312,44
"IgnasBrazdeikis","1629649",2022,10,NA,NA,NA,11,40,43,NA,24,67,NA
"MosesBrown","1629650",2022,19,NA,NA,22,20,11,NA,NA,NA,NA,NA
"NicClaxton","1629651",2022,107,30,NA,93,63,37,NA,NA,NA,NA,NA
"LuguentzDort","1629652",2022,29,31,NA,NA,24,188,50,34,162,322,50
"DanielGafford","1629655",2022,126,52,29,151,115,48,NA,NA,NA,NA,NA
"QuentinGrimes","1629656",2022,NA,NA,NA,NA,10,58,13,19,14,138,NA
"KyleGuy","1629657",2022,NA,NA,NA,NA,NA,NA,13,11,19,19,NA
"JaylenHoard","1629658",2022,NA,NA,NA,NA,26,13,NA,NA,NA,31,NA
"TalenHorton-Tucker","1629659",2022,33,37,11,19,14,128,42,18,156,168,52
"TyJerome","1629660",2022,NA,10,NA,NA,NA,59,11,27,122,129,12
"CameronJohnson","1629661",2022,25,20,NA,30,19,147,35,67,29,317,10
"LouisKing","1629663",2022,NA,NA,NA,NA,NA,NA,NA,NA,13,15,NA
"JalenMcDaniels","1629667",2022,31,NA,NA,18,15,66,10,NA,16,144,NA
"JaylenNowell","1629669",2022,10,21,NA,NA,12,98,29,26,118,142,30
"JordanNwora","1629670",2022,12,21,NA,10,23,101,49,25,101,171,18
"EricPaschall","1629672",2022,20,10,NA,27,21,40,NA,NA,13,144,12
"JordanPoole","1629673",2022,37,75,NA,12,12,238,167,165,322,207,116
"NazReid","1629675",2022,69,48,67,156,75,52,NA,NA,NA,134,NA
"IsaiahRoby","1629676",2022,48,25,11,101,42,83,NA,NA,NA,90,NA
"AdmiralSchofield","1629678",2022,11,13,NA,14,NA,15,11,NA,NA,72,NA
"MatisseThybulle","1629680",2022,76,17,NA,16,12,80,NA,NA,NA,147,NA
"KillianTillie","1629681",2022,NA,10,NA,NA,NA,16,16,NA,NA,74,NA
"GrantWilliams","1629684",2022,51,35,25,23,27,86,NA,NA,10,259,NA
"DylanWindler","1629685",2022,NA,NA,NA,NA,NA,17,NA,NA,NA,44,NA
"DidiLouzada","1629712",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA
"ArmoniBrooks","1629717",2022,NA,NA,NA,NA,NA,48,43,37,35,106,16
"CharlieBrown Jr.","1629718",2022,NA,NA,NA,NA,10,NA,NA,NA,NA,11,NA
"JohnKonchar","1629723",2022,34,20,NA,NA,33,67,10,NA,15,121,NA
"GarrisonMathews","1629726",2022,19,34,NA,NA,NA,89,112,67,15,209,NA
"DeanWade","1629731",2022,24,14,NA,22,NA,34,NA,NA,NA,121,NA
"MattThomas","1629744",2022,NA,NA,NA,NA,NA,18,15,12,15,76,NA
"JavonteGreen","1629750",2022,61,20,NA,13,54,90,NA,NA,NA,149,NA
"HassaniGravett","1629755",2022,NA,NA,NA,NA,NA,12,NA,NA,11,16,NA
"KeljinBlevins","1629833",2022,NA,NA,NA,NA,NA,29,15,NA,13,39,NA
"XavierMoon","1629875",2022,NA,NA,NA,NA,NA,12,NA,NA,18,14,NA
"DevinCannady","1629962",2022,NA,NA,NA,NA,NA,10,NA,NA,NA,17,NA
"AnthonyEdwards","1630162",2022,46,71,NA,NA,29,280,108,67,413,241,280
"LaMeloBall","1630163",2022,21,92,NA,NA,45,300,122,31,570,308,100
"KillianHayes","1630165",2022,25,33,NA,NA,14,108,34,NA,171,153,49
"DeniAvdija","1630166",2022,68,28,19,16,26,100,42,15,98,290,22
"ObiToppin","1630167",2022,76,27,35,50,40,113,NA,NA,NA,217,NA
"OnyekaOkongwu","1630168",2022,114,29,19,70,57,22,NA,NA,NA,NA,NA
"TyreseHaliburton","1630169",2022,NA,55,NA,NA,12,173,60,12,551,185,112
"DevinVassell","1630170",2022,45,25,NA,NA,26,152,87,43,108,364,NA
"IsaacOkoro","1630171",2022,66,22,NA,NA,29,164,17,NA,26,206,24
"PatrickWilliams","1630172",2022,10,NA,NA,NA,NA,24,NA,NA,16,50,NA
"PreciousAchiuwa","1630173",2022,93,33,35,100,88,139,12,NA,NA,187,52
"AaronNesmith","1630174",2022,NA,11,NA,NA,NA,37,NA,19,NA,120,NA
"ColeAnthony","1630175",2022,19,76,NA,NA,15,240,78,18,457,187,90
"TheoMaledon","1630177",2022,12,11,NA,NA,11,78,19,14,88,169,19
"TyreseMaxey","1630178",2022,12,57,NA,NA,NA,217,66,15,439,308,51
"SaddiqBey","1630180",2022,33,49,73,34,60,223,74,95,147,436,119
"R.J.Hampton","1630181",2022,13,34,NA,NA,11,141,57,NA,135,167,28
"JoshGreen","1630182",2022,45,16,NA,NA,13,82,10,NA,14,123,NA
"JadenMcDaniels","1630183",2022,71,33,NA,20,39,138,28,25,21,275,NA
"KiraLewis Jr.","1630184",2022,NA,14,NA,NA,NA,32,15,NA,60,38,NA
"JalenSmith","1630188",2022,50,32,33,106,63,43,NA,NA,NA,102,NA
"ElijahHughes","1630190",2022,NA,NA,NA,NA,NA,26,NA,13,17,42,NA
"IsaiahStewart","1630191",2022,118,56,70,96,150,73,NA,NA,NA,49,NA
"ZekeNnaji","1630192",2022,27,11,NA,35,47,28,NA,NA,NA,85,NA
"ImmanuelQuickley","1630193",2022,NA,37,NA,NA,10,138,45,16,314,230,101
"LeandroBolmaro","1630195",2022,NA,NA,NA,NA,NA,10,NA,NA,11,NA,NA
"AleksejPokusevski","1630197",2022,32,24,NA,50,50,113,20,13,74,178,15
"IsaiahJoe","1630198",2022,NA,11,NA,NA,NA,24,12,21,26,94,NA
"CassiusStanley","1630199",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA
"TreJones","1630200",2022,28,27,NA,NA,10,80,18,NA,134,95,26
"MalachiFlynn","1630201",2022,NA,10,NA,NA,NA,29,14,NA,67,49,31
"PaytonPritchard","1630202",2022,NA,17,NA,NA,NA,68,16,20,98,162,20
"LamarStevens","1630205",2022,52,14,13,NA,25,87,17,NA,19,135,17
"OmerYurtseven","1630209",2022,76,29,38,83,53,22,NA,NA,NA,12,NA
"XavierTillman Sr.","1630214",2022,42,29,15,52,37,50,NA,NA,NA,44,NA
"DesmondBane","1630217",2022,66,55,NA,NA,26,292,156,154,183,297,26
"SkylarMays","1630219",2022,NA,NA,NA,NA,NA,13,NA,NA,13,34,NA
"JalenGreen","1630224",2022,29,31,NA,NA,14,225,96,75,346,233,131
"DaishenNix","1630227",2022,NA,11,NA,NA,NA,27,NA,NA,29,21,NA
"JonathanKuminga","1630228",2022,80,40,52,36,38,103,19,12,26,182,36
"NajiMarshall","1630230",2022,26,10,NA,NA,21,89,12,NA,53,121,14
"KenyonMartin Jr.","1630231",2022,103,29,12,60,57,117,11,NA,NA,225,NA
"TrentForrest","1630235",2022,NA,18,NA,NA,NA,23,NA,NA,94,50,19
"SabenLee","1630240",2022,20,11,NA,NA,NA,57,NA,NA,77,46,18
"SamMerrill","1630241",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"AyoDosunmu","1630245",2022,32,45,NA,NA,17,183,14,NA,98,251,28
"VitKrejci","1630249",2022,14,NA,NA,NA,NA,35,17,NA,33,78,NA
"Jae'SeanTate","1630256",2022,122,64,54,50,83,169,21,NA,48,270,46
"AnthonyGill","1630264",2022,26,10,NA,18,22,18,NA,NA,NA,46,NA
"FacundoCampazzo","1630267",2022,15,44,NA,NA,NA,65,20,NA,111,106,24
"ZavierSimpson","1630285",2022,NA,NA,NA,NA,NA,NA,NA,NA,25,11,NA
"BraxtonKey","1630296",2022,NA,NA,NA,NA,NA,19,NA,NA,NA,26,NA
"BrandonWilliams","1630314",2022,NA,20,NA,NA,NA,55,28,13,127,74,49
"LindyWaters III","1630322",2022,NA,NA,NA,NA,NA,51,21,15,NA,73,NA
"JeremiahRobinson-Earl","1630526",2022,48,14,NA,124,39,47,NA,NA,NA,106,NA
"BrandonBoston","1630527",2022,14,12,NA,NA,13,85,33,16,77,101,31
"JoshChristopher","1630528",2022,38,44,NA,NA,28,153,35,NA,143,169,43
